Place,Title,Name,Type,Latitude,Longitude,Code,Enclosed_by,Date
[P0451],Hertford,Hertford,Unknown,,,,,
[P0452],Near Carlisle,Near Carlisle,Unknown,,,,,
[P0453],Castile,Castile,Unknown,,,,,
[P0454],"Herdeby,Near Grantham,Lincolnshire","Herdeby,Near Grantham,Lincolnshire",Unknown,,,,,
[P0455],"Westminster,London,England","Westminster,London,England",Unknown,,,,,
[P0456],"Merton,Surrey","Merton,Surrey",Unknown,,,,,
[P0457],Holy Land,Holy Land,Unknown,,,,,
[P0458],"Acre,Palestine","Acre,Palestine",Unknown,,,,,
[P0459],"Clare,Suffolk,England","Clare,Suffolk,England",Unknown,,,,,
[P0460],Bordeaux,Bordeaux,Unknown,,,,,
[P0461],Brussels,Brussels,Unknown,,,,,
[P0462],Kennington,Kennington,Unknown,,,,,
[P0463],Amesbury,Amesbury,Unknown,,,,,
[P0464],Rhuddlan Castle,Rhuddlan Castle,Unknown,,,,,
[P0465],Aquitaine,Aquitaine,Unknown,,,,,
[P0466],"Marlborough,Castle","Marlborough,Castle",Unknown,,,,,
[P0467],"Brotherton,Yorkshire,England","Brotherton,Yorkshire,England",Unknown,,,,,
[P0468],Winchester,Winchester,Unknown,,,,,
[P0469],"Winchester,Castle","Winchester,Castle",Unknown,,,,,
[P0470],Aix-en-Provence,Aix-en-Provence,Unknown,,,,,
[P0471],"Amesbury,Wiltshire","Amesbury,Wiltshire",Unknown,,,,,
[P0472],"Convent Church,Amesbury","Convent Church,Amesbury",Unknown,,,,,
[P0473],"Cupar Castle,Fife","Cupar Castle,Fife",Unknown,,,,,
[P0474],Westminster,Westminster,Unknown,,,,,
[P0475],Maastricht,Maastricht,Unknown,,,,,
[P0476],"Schloss Rahr,Near Aachen","Schloss Rahr,Near Aachen",Unknown,,,,,
[P0477],"Szczecin,Poland","Szczecin,Poland",Unknown,,,,,
[P0478],"Kiel,Germany","Kiel,Germany",Unknown,,,,,
[P0479],"Jakobstadt,Latvia","Jakobstadt,Latvia",Unknown,,,,,
[P0480],"Near Moscow,Russia","Near Moscow,Russia",Unknown,,,,,
[P0481],Lincoln,Lincoln,Unknown,,,,,
[P0482],Agincourt,Agincourt,Unknown,,,,,
[P0483],"St Germain-en-,Laye,France","St Germain-en-,Laye,France",Unknown,,,,,
[P0484],"St Denis,France","St Denis,France",Unknown,,,,,
[P0485],"Barking Abbey,Essex,England","Barking Abbey,Essex,England",Unknown,,,,,
[P0486],",,,Ireland",",,,Ireland",Unknown,,,,,
[P0487],"Beaumont Palace,Oxford,England","Beaumont Palace,Oxford,England",Unknown,,,,,
[P0488],"Newark Castle,Newark,Nottinghamshire,England","Newark Castle,Newark,Nottinghamshire,England",Unknown,,,,,
[P0489],"Worcester,Cathedral","Worcester,Cathedral",Unknown,,,,,
[P0490],Angouleme,Angouleme,Unknown,,,,,
[P0491],Fontevraud,Fontevraud,Unknown,,,,,
[P0492],Fontevraud Abbey,Fontevraud Abbey,Unknown,,,,,
[P0494],"Newark Castle,Newark,England","Newark Castle,Newark,England",Unknown,,,,,
[P0493],"Winchester,Castle,England","Winchester,Castle,England",Unknown,,,,,
[P0495],"Gloucester,England","Gloucester,England",Unknown,,,,,
[P0497],Gloucester,Gloucester,Unknown,,,,,
[P0496],"Near London,England","Near London,England",Unknown,,,,,
[P0498],Foggia,Foggia,Unknown,,,,,
[P0499],"Montargis,France","Montargis,France",Unknown,,,,,
[P0501],Chinon,Chinon,Unknown,,,,,
[P0500],Le Mans,Le Mans,Unknown,,,,,
[P0502],Bordeaux/Berlin,Bordeaux/Berlin,Unknown,,,,,
[P0504],"Wallingford,Castle,Berkshire,England","Wallingford,Castle,Berkshire,England",Unknown,,,,,
[P0503],"Normandy,England","Normandy,England",Unknown,,,,,
[P0506],Martel,Martel,Unknown,,,,,
[P0505],Bermondsey,Bermondsey,Unknown,,,,,
[P0507],Brunswick,Brunswick,Unknown,,,,,
[P0508],"Chalus,Limousin","Chalus,Limousin",Unknown,,,,,
[P0510],Burgos,Burgos,Unknown,,,,,
[P0509],"Domfront,Normandy","Domfront,Normandy",Unknown,,,,,
[P0511],Angers,Angers,Unknown,,,,,
[P0512],"Falaise,Normandy,France","Falaise,Normandy,France",Unknown,,,,,
[P0514],"St Stephen Abbey,Caen,Normandy","St Stephen Abbey,Caen,Normandy",Unknown,,,,,
[P0513],"Near Rouen,France","Near Rouen,France",Unknown,,,,,
[P0516],Caen,Caen,Unknown,,,,,
[P0515],"Flanders,France","Flanders,France",Unknown,,,,,
[P0517],"Holy Trinity,Abbey,Caen","Holy Trinity,Abbey,Caen",Unknown,,,,,
[P0519],Cardiff Castle,Cardiff Castle,Unknown,,,,,
[P0518],"Normandy,France","Normandy,France",Unknown,,,,,
[P0520],New Forest,New Forest,Unknown,,,,,
[P0521],"Winchester,Cathedral","Winchester,Cathedral",Unknown,,,,,
[P0522],"Marcigny-sur-,Loire,France","Marcigny-sur-,Loire,France",Unknown,,,,,
[P0523],"Brittany,France","Brittany,France",Unknown,,,,,
[P0524],"Selby,Yorkshire,England","Selby,Yorkshire,England",Unknown,,,,,
[P0525],"St Denis-le-,Fermont,Near Gisors","St Denis-le-,Fermont,Near Gisors",Unknown,,,,,
[P0526],Reading Abbey,Reading Abbey,Unknown,,,,,
[P0528],"Afflighem,Flanders","Afflighem,Flanders",Unknown,,,,,
[P0527],"Louvain,Belgium","Louvain,Belgium",Unknown,,,,,
[P0529],Dover Castle,Dover Castle,Unknown,,,,,
[P0530],Faversham Abbey,Faversham Abbey,Unknown,,,,,
[P0532],"Hedingham Castle,Essex,England","Hedingham Castle,Essex,England",Unknown,,,,,
[P0531],Boulogne,Boulogne,Unknown,,,,,
[P0533],Bury St Edmunds,Bury St Edmunds,Unknown,,,,,
[P0534],Toulouse,Toulouse,Unknown,,,,,
[P0535],St Austrebert,St Austrebert,Unknown,,,,,
[P0536],Utrecht,Utrecht,Unknown,,,,,
[P0537],Chateau-du-Loir,Chateau-du-Loir,Unknown,,,,,
[P0538],"Bordeaux,France","Bordeaux,France",Unknown,,,,,
[P0539],"Pontefract,Castle","Pontefract,Castle",Unknown,,,,,
[P0540],Prague,Prague,Unknown,,,,,
[P0541],Blois,Blois,Unknown,,,,,
[P0542],"Celestines,Paris","Celestines,Paris",Unknown,,,,,
[P0543],"Leicester,England","Leicester,England",Unknown,,,,,
[P0544],Dublin,Dublin,Unknown,,,,,
[P0546],"Niort,France","Niort,France",Unknown,,,,,
[P0545],St Denis,St Denis,Unknown,,,,,
[P0547],"St Cyr,France","St Cyr,France",Unknown,,,,,
[P0548],St Cyr,St Cyr,Unknown,,,,,
[P0549],"Vienna,Austria","Vienna,Austria",Unknown,,,,,
[P0550],"Cardoss Castle,Firth of Clyde,Scotland","Cardoss Castle,Firth of Clyde,Scotland",Unknown,,,,,
[P0551],"Edinburgh,Scotland","Edinburgh,Scotland",Unknown,,,,,
[P0552],"Roxburgh Castle,Scotland","Roxburgh Castle,Scotland",Unknown,,,,,
[P0553],St. Paul's,St. Paul's,Unknown,,,,,
[P0554],"Islip,Oxfordshire,England","Islip,Oxfordshire,England",Unknown,,,,,
[P0555],Hastings,Hastings,Unknown,,,,,
[P0556],"Shaftesbury,England","Shaftesbury,England",Unknown,,,,,
[P0557],"Winchester,Cathedral,London,England","Winchester,Cathedral,London,England",Unknown,,,,,
[P0559],"St Clement Danes,London,England","St Clement Danes,London,England",Unknown,,,,,
[P0558],"Oxford,England","Oxford,England",Unknown,,,,,
[P0560],"Cooksville,Near Toronto,Ontario,Canada","Cooksville,Near Toronto,Ontario,Canada",Unknown,,,,,
[P0561],Stockwell,Stockwell,Unknown,,,,,
[P0562],Beaumaris Castle,Beaumaris Castle,Unknown,,,,,
[P0563],Pamplona,Pamplona,Unknown,,,,,
[P0565],"Canterbury,Cathedral,,England","Canterbury,Cathedral,,England",Unknown,,,,,
[P0564],"Havering atte,Bower,Essex,England","Havering atte,Bower,Essex,England",Unknown,,,,,
[P0566],"Talence,Gironde,France","Talence,Gironde,France",Unknown,,,,,
[P0567],"Heidelberg,Germany","Heidelberg,Germany",Unknown,,,,,
[P0568],"Milan,Italy","Milan,Italy",Unknown,,,,,
[P0569],"Pau,Bearn,France","Pau,Bearn,France",Unknown,,,,,
[P0570],"Marseilles,France","Marseilles,France",Unknown,,,,,
[P0571],"Christiansborg,Nr: Copenhagen,Denmark","Christiansborg,Nr: Copenhagen,Denmark",Unknown,,,,,
[P0572],"Amalienborg,Denmark","Amalienborg,Denmark",Unknown,,,,,
[P0573],"Fredensborg,Denmark","Fredensborg,Denmark",Unknown,,,,,
[P0574],Klausholm,Klausholm,Unknown,,,,,
[P0575],Flensborg,Flensborg,Unknown,,,,,
[P0576],Frederiksborg,Frederiksborg,Unknown,,,,,
[P0578],"Haderslev,Denmark","Haderslev,Denmark",Unknown,,,,,
[P0577],Odense,Odense,Unknown,,,,,
[P0579],Herzberg,Herzberg,Unknown,,,,,
[P0580],Coldingen,Coldingen,Unknown,,,,,
[P0581],Sonderburg,Sonderburg,Unknown,,,,,
[P0582],Kiel,Kiel,Unknown,,,,,
[P0583],Keil,Keil,Unknown,,,,,
[P0584],Ludwigslust,Ludwigslust,Unknown,,,,,
[P0585],Glucksburg,Glucksburg,Unknown,,,,,
[P0586],Neustrelitz,Neustrelitz,Unknown,,,,,
[P0587],"Oldenburg,Germany","Oldenburg,Germany",Unknown,,,,,
[P0588],"Coburg,Germany","Coburg,Germany",Unknown,,,,,
[P0589],"St Marguerite,Cemetery,France","St Marguerite,Cemetery,France",Unknown,,,,,
[P0590],Claremont,Claremont,Unknown,,,,,
[P0592],Perpignan,Perpignan,Unknown,,,,,
[P0591],"Poissy,,,France","Poissy,,,France",Unknown,,,,,
[P0593],"Tunis,,,Africa","Tunis,,,Africa",Unknown,,,,,
[P0594],"Auvergne,France","Auvergne,France",Unknown,,,,,
[P0595],"Vincennes,France","Vincennes,France",Unknown,,,,,
[P0596],"Seville,,,Spain","Seville,,,Spain",Unknown,,,,,
[P0597],Glastonbury,Glastonbury,Unknown,,,,,
[P0598],Malmesbury,Malmesbury,Unknown,,,,,
[P0599],"Cognac,France","Cognac,France",Unknown,,,,,
[P0600],"Rambouillet,France","Rambouillet,France",Unknown,,,,,
[P0601],"Abbey Barbeaux,Melun,France","Abbey Barbeaux,Melun,France",Unknown,,,,,
[P0602],"Wantage,,,England","Wantage,,,England",Unknown,,,,,
[P0604],"Liege,,,Belgium","Liege,,,Belgium",Unknown,,,,,
[P0603],"Goslar,,,Germany","Goslar,,,Germany",Unknown,,,,,
[P0605],"Rome,,,Italy","Rome,,,Italy",Unknown,,,,,
[P0606],"Madrid,,,Spain","Madrid,,,Spain",Unknown,,,,,
[P0608],"Wilanow,Nr.,Warsaw,Poland","Wilanow,Nr.,Warsaw,Poland",Unknown,,,,,
[P0607],"Olesko,Now:,Ukraine,SSR","Olesko,Now:,Ukraine,SSR",Unknown,,,,,
[P0609],"Graz,Austria","Graz,Austria",Unknown,,,,,
[P0610],"Nancy,Lorraine","Nancy,Lorraine",Unknown,,,,,
[P0611],"Saint-Germain,en-Laye","Saint-Germain,en-Laye",Unknown,,,,,
[P0613],"Mantes,France","Mantes,France",Unknown,,,,,
[P0612],"Gonesse,Nr: Paris,France","Gonesse,Nr: Paris,France",Unknown,,,,,
[P0614],"Vitry-en-Brie,France","Vitry-en-Brie,France",Unknown,,,,,
[P0616],"Longchamp,France","Longchamp,France",Unknown,,,,,
[P0615],"Lyons,France","Lyons,France",Unknown,,,,,
[P0617],"Nogent-le-Roi,France","Nogent-le-Roi,France",Unknown,,,,,
[P0618],"Le Mans,France","Le Mans,France",Unknown,,,,,
[P0619],"Palace Royal,France,France","Palace Royal,France,France",Unknown,,,,,
[P0620],"Bourges,France","Bourges,France",Unknown,,,,,
[P0621],"Notre Dame,de Clery,France","Notre Dame,de Clery,France",Unknown,,,,,
[P0622],Amboise,Amboise,Unknown,,,,,
[P0623],Modano,Modano,Unknown,,,,,
[P0624],",Germany",",Germany",Unknown,,,,,
[P0625],"Nora,Sweden","Nora,Sweden",Unknown,,,,,
[P0626],"Bruges,Flanders","Bruges,Flanders",Unknown,,,,,
[P0627],"Sandringham,England","Sandringham,England",Unknown,,,,,
[P0628],Canada,Canada,Unknown,,,,,
[P0629],Austria,Austria,Unknown,,,,,
[P0630],France,France,Unknown,,,,,
[P0631],"Nr Cassel,France","Nr Cassel,France",Unknown,,,,,
[P0632],Zuidschote,Zuidschote,Unknown,,,,,
[P0633],"Florence,Italy","Florence,Italy",Unknown,,,,,
[P0634],"Winter Palace,,St. Petersburg,Russia","Winter Palace,,St. Petersburg,Russia",Unknown,,,,,
[P0635],"Whippingham,Isle of Wight","Whippingham,Isle of Wight",Unknown,,,,,
[P0636],"Chapel Royal,St. James Palace","Chapel Royal,St. James Palace",Unknown,,,,,
[P0637],"Osborne House,Isle of Wight","Osborne House,Isle of Wight",Unknown,,,,,
[P0638],"Westminster,Cathedral,London,England","Westminster,Cathedral,London,England",Unknown,,,,,
[P0639],"St. Paul's,Cathedral,London,England","St. Paul's,Cathedral,London,England",Unknown,,,,,
[P0640],"Chateau de Cande,Monts,,France","Chateau de Cande,Monts,,France",Unknown,,,,,
[P0641],"Winter Palace,St. Petersburg,Russia","Winter Palace,St. Petersburg,Russia",Unknown,,,,,
[P0642],"Windsor Castle,,,England","Windsor Castle,,,England",Unknown,,,,,
[P0643],"Windsor,England","Windsor,England",Unknown,,,,,
[P0644],"Chapel Royal,St James Palace,,England","Chapel Royal,St James Palace,,England",Unknown,,,,,
[P0645],"St. Margarets,Westminster,England","St. Margarets,Westminster,England",Unknown,,,,,
[P0646],Caxton Hall,Caxton Hall,Unknown,,,,,
[P0647],"Carlton House,London,England","Carlton House,London,England",Unknown,,,,,
[P0648],Bolongne,Bolongne,Unknown,,,,,
[P0649],"Chapel Royal,St. James","Chapel Royal,St. James",Unknown,,,,,
[P0650],"Church of,San Jeronimo,Madrid,Spain","Church of,San Jeronimo,Madrid,Spain",Unknown,,,,,
[P0651],"Bucharest,Romania","Bucharest,Romania",Unknown,,,,,
[P0652],"Oslo Cathedral,Oslo,Norway","Oslo Cathedral,Oslo,Norway",Unknown,,,,,
[P0653],"Tegernsee,,Bavaria","Tegernsee,,Bavaria",Unknown,,,,,
[P0654],"Chapel Royal,St. James,England","Chapel Royal,St. James,England",Unknown,,,,,
[P0655],Breda,Breda,Unknown,,,,,
[P0656],"Dover,,England","Dover,,England",Unknown,,,,,
[P0657],Monte Fiascone,Monte Fiascone,Unknown,,,,,
[P0658],Marcerata,Marcerata,Unknown,,,,,
[P0659],"Canterbury,,England","Canterbury,,England",Unknown,,,,,
[P0660],"Paris,,France","Paris,,France",Unknown,,,,,
[P0661],"Portsmouth,England","Portsmouth,England",Unknown,,,,,
[P0662],"Westminster,,England","Westminster,,England",Unknown,,,,,
[P0663],",London,England",",London,England",Unknown,,,,,
[P0664],"Chichester,Register Office,England","Chichester,Register Office,England",Unknown,,,,,
[P0665],"Dummer,,England","Dummer,,England",Unknown,,,,,
[P0666],"St. Pauls Cath.,London,England","St. Pauls Cath.,London,England",Unknown,,,,,
[P0667],Holyrod Abbey,Holyrod Abbey,Unknown,,,,,
[P0668],Abbeville,Abbeville,Unknown,,,,,
[P0669],"Grey Friars Ch.,Greenwich,England","Grey Friars Ch.,Greenwich,England",Unknown,,,,,
[P0670],"York Place,,England","York Place,,England",Unknown,,,,,
[P0672],"Winchester,Cathedral,,England","Winchester,Cathedral,,England",Unknown,,,,,
[P0671],"Durham House,London,England","Durham House,London,England",Unknown,,,,,
[P0673],"Salem,Bavaria","Salem,Bavaria",Unknown,,,,,
[P0674],"Dinard,,France","Dinard,,France",Unknown,,,,,
[P0675],"Asker,Near Oslo,Norway","Asker,Near Oslo,Norway",Unknown,,,,,
[P0676],Odessa,Odessa,Unknown,,,,,
[P0677],"Westminster,,London,England","Westminster,,London,England",Unknown,,,,,
[P0678],"St. Stephen's,Chapel,Westminster,England","St. Stephen's,Chapel,Westminster,England",Unknown,,,,,
[P0679],"Rio de Janerio,Brazil","Rio de Janerio,Brazil",Unknown,,,,,
[P0680],"Amsterdam,Netherlands","Amsterdam,Netherlands",Unknown,,,,,
[P0681],"Titchfield,Abbey,Hants","Titchfield,Abbey,Hants",Unknown,,,,,
[P0682],Troyes,Troyes,Unknown,,,,,
[P0684],York Minster,York Minster,Unknown,,,,,
[P0683],Arundel Castle,Arundel Castle,Unknown,,,,,
[P0685],Reading,Reading,Unknown,,,,,
[P0686],Ni jmegen,Ni jmegen,Unknown,,,,,
[P0687],Las Huelgas,Las Huelgas,Unknown,,,,,
[P0688],"Canterbury,Cathedral","Canterbury,Cathedral",Unknown,,,,,
[P0689],Therouenne,Therouenne,Unknown,,,,,
[P0690],Leghorn,Leghorn,Unknown,,,,,
[P0691],Marlebridge,Marlebridge,Unknown,,,,,
[P0692],"Westminster,England","Westminster,England",Unknown,,,,,
[P0693],Mainz,Mainz,Unknown,,,,,
[P0694],Biarritz,Biarritz,Unknown,,,,,
[P0695],Roquefort,Roquefort,Unknown,,,,,
[P0696],"St Jean-de-Luz,France","St Jean-de-Luz,France",Unknown,,,,,
[P0697],Berwick-on-Tweed,Berwick-on-Tweed,Unknown,,,,,
[P0698],"Minden,Saxony,Germany","Minden,Saxony,Germany",Unknown,,,,,
[P0699],",,,Russia",",,,Russia",Unknown,,,,,
[P0700],"Fawley,Bucks","Fawley,Bucks",Unknown,,,,,
[P0702],Worms,Worms,Unknown,,,,,
[P0701],"Kaiserslautern,Germany","Kaiserslautern,Germany",Unknown,,,,,
[P0703],York,York,Unknown,,,,,
[P0704],Ipswich,Ipswich,Unknown,,,,,
[P0705],"Cologne,Germany","Cologne,Germany",Unknown,,,,,
[P0706],Lund,Lund,Unknown,,,,,
[P0707],"Saille,Near Guerrand","Saille,Near Guerrand",Unknown,,,,,
[P0708],Sceaux,Sceaux,Unknown,,,,,
[P0709],"Frederiksborg,Denmark","Frederiksborg,Denmark",Unknown,,,,,
[P0710],Gluckstadt,Gluckstadt,Unknown,,,,,
[P0711],Lauenburg,Lauenburg,Unknown,,,,,
[P0712],Augustenburg,Augustenburg,Unknown,,,,,
[P0713],Compiegne,Compiegne,Unknown,,,,,
[P0714],"Guildhall,London,England","Guildhall,London,England",Unknown,,,,,
